,class
"gi_725798601_ref_NR_126534.1_ Homo sapiens zinc finger, CCHC domain containing 2 (ZCCHC2), transcript variant 2, non-coding RNA",1
"gi_384871673_ref_NR_047595.1_ Homo sapiens centromere protein J (CENPJ), transcript variant 3, non-coding RNA",1
"gi_238859656_ref_NR_027749.1_ Homo sapiens tetratricopeptide repeat domain 31 (TTC31), transcript variant 2, non-coding RNA",1
"gi_321267474_ref_NR_037699.1_ Homo sapiens scaffold attachment factor B (SAFB), transcript variant 5, non-coding RNA",1
"gi_254750633_ref_NR_028135.1_ Homo sapiens potassium channel subfamily M regulatory beta subunit 3 (KCNMB3), transcript variant 6, non-coding RNA",1
"gi_312222767_ref_NR_037570.2_ Homo sapiens NFS1 cysteine desulfurase (NFS1), transcript variant 2, non-coding RNA",1
"gi_312222723_ref_NR_037577.1_ Homo sapiens transmembrane protein 222 (TMEM222), transcript variant 3, non-coding RNA",1
"gi_296010813_ref_NR_033656.1_ Homo sapiens syntaxin 8 (STX8), transcript variant 2, non-coding RNA",1
"gi_300795034_ref_NR_034069.1_ Homo sapiens SRSF protein kinase 1 (SRPK1), transcript variant 2, non-coding RNA",1
"gi_224493659_ref_NR_027121.1_ Homo sapiens shroom family member 4 (SHROOM4), transcript variant 2, non-coding RNA",1
"gi_733606762_ref_NR_130121.1_ Homo sapiens coiled-coil domain containing 138 (CCDC138), transcript variant 4, non-coding RNA",1
"gi_564730699_ref_NR_109776.1_ Homo sapiens Rho GTPase activating protein 6 (ARHGAP6), transcript variant 7, non-coding RNA",1
"gi_313747442_ref_NR_037628.1_ Homo sapiens zinc finger, SWIM-type containing 3 (ZSWIM3), transcript variant 2, non-coding RNA",1
"gi_219842239_ref_NR_026580.1_ Homo sapiens transcription factor Dp-1 (TFDP1), transcript variant 2, non-coding RNA",1
"gi_395455056_ref_NR_073026.1_ Homo sapiens zinc finger protein 334 (ZNF334), transcript variant 4, non-coding RNA",1
"gi_737676574_ref_NR_130130.1_ Homo sapiens prune exopolyphosphatase (PRUNE), transcript variant 5, non-coding RNA",1
"gi_737676599_ref_NR_130131.1_ Homo sapiens prune exopolyphosphatase (PRUNE), transcript variant 6, non-coding RNA",1
"gi_386869228_ref_NR_048548.1_ Homo sapiens solute carrier family 6 (neurotransmitter transporter, glycine), member 9 (SLC6A9), transcript variant 5, non-coding RNA",1
"gi_737676653_ref_NR_130135.1_ Homo sapiens prune exopolyphosphatase (PRUNE), transcript variant 8, non-coding RNA",1
"gi_386642889_ref_NR_047689.1_ Homo sapiens phosphorylase kinase, gamma 1 (muscle) (PHKG1), transcript variant 4, non-coding RNA",1
"gi_388452913_ref_NR_049767.1_ Homo sapiens solute carrier family 7 (amino acid transporter light chain, L system), member 8 (SLC7A8), transcript variant 5, non-coding RNA",1
"gi_574288703_ref_NR_110297.1_ Homo sapiens DNA cross-link repair 1C (DCLRE1C), transcript variant i, non-coding RNA",1
"gi_260166683_ref_NR_028582.1_ Homo sapiens glucose 6 phosphatase, catalytic, 3 (G6PC3), transcript variant 2, non-coding RNA",1
"gi_292781042_ref_NR_033434.1_ Homo sapiens uridine monophosphate synthetase (UMPS), transcript variant 2, non-coding RNA",1
"gi_740087326_ref_NR_130142.1_ Homo sapiens coiled-coil domain containing 144A (CCDC144A), transcript variant 2, non-coding RNA",1
"gi_292781137_ref_NR_033435.1_ Homo sapiens PHD finger protein 14 (PHF14), transcript variant 3, non-coding RNA",1
"gi_349732146_ref_NR_045213.1_ Homo sapiens Fc fragment of IgG, high affinity Ib, receptor (CD64) (FCGR1B), transcript variant 4, non-coding RNA",1
"gi_742799303_ref_NR_130153.1_ Homo sapiens orthodenticle homeobox 1 (OTX1), transcript variant 3, non-coding RNA",1
"gi_292781202_ref_NR_033437.1_ Homo sapiens uridine monophosphate synthetase (UMPS), transcript variant 3, non-coding RNA",1
"gi_319996624_ref_NR_037711.1_ Homo sapiens RAD51 paralog D (RAD51D), transcript variant 2, non-coding RNA",1
"gi_319996647_ref_NR_037713.1_ Homo sapiens ring finger and FYVE-like domain containing E3 ubiquitin protein ligase (RFFL), transcript variant 1, non-coding RNA",1
"gi_376319258_ref_NR_046356.1_ Homo sapiens glutamate receptor, ionotropic, AMPA 4 (GRIA4), transcript variant 5, non-coding RNA",1
"gi_297374775_ref_NR_033699.1_ Homo sapiens fragile X mental retardation 1 (FMR1), transcript variant ISO4, non-coding RNA",1
"gi_746817449_ref_NR_130317.1_ Homo sapiens transmembrane protein 143 (TMEM143), transcript variant 5, non-coding RNA",1
"gi_399220377_ref_NR_073080.1_ Homo sapiens pleckstrin homology-like domain, family A, member 3 (PHLDA3), transcript variant 2, non-coding RNA",1
"gi_334688849_ref_NR_038352.1_ Homo sapiens decapping mRNA 2 (DCP2), transcript variant 3, non-coding RNA",1
"gi_305410838_ref_NR_036576.1_ Homo sapiens aprataxin (APTX), transcript variant 12, non-coding RNA",1
"gi_297374780_ref_NR_033700.1_ Homo sapiens fragile X mental retardation 1 (FMR1), transcript variant ISO10, non-coding RNA",1
"gi_428673602_ref_NR_073497.1_ Homo sapiens estrogen receptor 2 (ER beta) (ESR2), transcript variant i, non-coding RNA",1
"gi_323362975_ref_NR_037860.1_ Homo sapiens EGF-like-domain, multiple 8 (EGFL8), transcript variant 2, non-coding RNA",1
"gi_386869267_ref_NR_048551.1_ Homo sapiens solute carrier family 4 (anion exchanger), member 3 (SLC4A3), transcript variant 3, non-coding RNA",1
"gi_305410840_ref_NR_036577.1_ Homo sapiens aprataxin (APTX), transcript variant 13, non-coding RNA",1
"gi_323510647_ref_NR_037873.1_ Homo sapiens zinc fingers and homeoboxes 1 (ZHX1), transcript variant 3, non-coding RNA",1
"gi_299758416_ref_NR_033818.1_ Homo sapiens inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta (IKBKB), transcript variant 5, non-coding RNA",1
"gi_324073379_ref_NR_037910.1_ Homo sapiens prolactin receptor (PRLR), transcript variant 7, non-coding RNA",1
"gi_281485548_ref_NR_033169.1_ Homo sapiens polypeptide N-acetylgalactosaminyltransferase-like 5 (GALNTL5), transcript variant 2, non-coding RNA",1
"gi_567316266_ref_NR_109858.1_ Homo sapiens solute carrier family 1 (glutamate transporter), member 7 (SLC1A7), transcript variant 5, non-coding RNA",1
"gi_305410841_ref_NR_036578.1_ Homo sapiens aprataxin (APTX), transcript variant 14, non-coding RNA",1
"gi_203097758_ref_NR_024147.1_ Homo sapiens ring finger protein 121 (RNF121), transcript variant 2, non-coding RNA",1
"gi_299758417_ref_NR_033819.1_ Homo sapiens inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta (IKBKB), transcript variant 6, non-coding RNA",1
"gi_402747156_ref_NR_073135.1_ Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 5, non-coding RNA",1
"gi_530719586_ref_NR_104090.1_ Homo sapiens double C2-like domains, alpha (DOC2A), transcript variant 6, non-coding RNA",1
"gi_402747157_ref_NR_073136.1_ Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 6, non-coding RNA",1
"gi_305410844_ref_NR_036579.1_ Homo sapiens aprataxin (APTX), transcript variant 15, non-coding RNA",1
"gi_203097777_ref_NR_024148.1_ Homo sapiens ring finger protein 121 (RNF121), transcript variant 3, non-coding RNA",1
"gi_374671825_ref_NR_046282.1_ Homo sapiens zinc finger protein 74 (ZNF74), transcript variant 5, non-coding RNA",1
"gi_327199306_ref_NR_038064.1_ Homo sapiens perilipin 2 (PLIN2), transcript variant 2, non-coding RNA",1
"gi_546232317_ref_NR_024199.2_ Homo sapiens Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase (CBLL1), transcript variant 2, non-coding RNA",1
"gi_332164716_ref_NR_038170.1_ Homo sapiens fucosyltransferase 8 (alpha (1,6) fucosyltransferase) (FUT8), transcript variant 2, non-coding RNA",1
"gi_584593314_ref_NR_110578.1_ Homo sapiens casein kinase 1, delta (CSNK1D), transcript variant 3, non-coding RNA",1
"gi_331028597_ref_NR_038133.1_ Homo sapiens chimerin 1 (CHN1), transcript variant 4, non-coding RNA",1
"gi_397739076_ref_NR_073064.1_ Homo sapiens exocyst complex component 2 (EXOC2), transcript variant 2, non-coding RNA",1
"gi_378925603_ref_NR_046394.1_ Homo sapiens cytidine monophosphate (UMP-CMP) kinase 1, cytosolic (CMPK1), transcript variant 3, non-coding RNA",1
"gi_332800989_ref_NR_038190.1_ Homo sapiens advanced glycosylation end product-specific receptor (AGER), transcript variant 10, non-coding RNA",1
"gi_333033799_ref_NR_038192.1_ Homo sapiens deoxyhypusine synthase (DHPS), transcript variant 5, non-coding RNA",1
"gi_237681086_ref_NR_027673.1_ Homo sapiens adenosine deaminase, RNA-specific, B1 (ADARB1), transcript variant 4, non-coding RNA",1
"gi_378925607_ref_NR_046396.1_ Homo sapiens XIAP associated factor 1 (XAF1), transcript variant 3, non-coding RNA",1
"gi_290543310_ref_NR_026746.2_ Homo sapiens zinc finger protein 619 (ZNF619), transcript variant 6, non-coding RNA",1
"gi_378925608_ref_NR_046397.1_ Homo sapiens XIAP associated factor 1 (XAF1), transcript variant 4, non-coding RNA",1
"gi_215820663_ref_NR_024555.1_ Homo sapiens Rho-related BTB domain containing 1 (RHOBTB1), transcript variant 3, non-coding RNA",1
"gi_216548548_ref_NR_024554.2_ Homo sapiens Rho-related BTB domain containing 1 (RHOBTB1), transcript variant 2, non-coding RNA",1
"gi_224586818_ref_NR_027264.1_ Homo sapiens golgi glycoprotein 1 (GLG1), transcript variant 4, non-coding RNA",1
"gi_284807143_ref_NR_033262.1_ Homo sapiens proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) (PRRG3), transcript variant 2, non-coding RNA",1
"gi_359465586_ref_NR_045602.1_ Homo sapiens polypeptide N-acetylgalactosaminyltransferase 14 (GALNT14), transcript variant 4, non-coding RNA",1
"gi_224586819_ref_NR_027265.1_ Homo sapiens golgi glycoprotein 1 (GLG1), transcript variant 5, non-coding RNA",1
"gi_302393548_ref_NR_036510.1_ Homo sapiens uroporphyrinogen decarboxylase (UROD), transcript variant 2, non-coding RNA",1
"gi_195230751_ref_NR_024047.1_ Homo sapiens wingless-type MMTV integration site family member 2 (WNT2), transcript variant 2, non-coding RNA",1
"gi_270265815_ref_NR_028388.2_ Homo sapiens FUS RNA binding protein (FUS), transcript variant 2, non-coding RNA",1
"gi_567757618_ref_NR_109869.1_ Homo sapiens 3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1 (HMGCLL1), transcript variant 7, non-coding RNA",1
"gi_335334957_ref_NR_038370.1_ Homo sapiens NDRG family member 3 (NDRG3), transcript variant 3, non-coding RNA",1
"gi_340007411_ref_NR_040448.1_ Homo sapiens solute carrier family 7 (amino acid transporter light chain, y+L system), member 7 (SLC7A7), transcript variant 1, non-coding RNA",1
"gi_375298750_ref_NR_046331.1_ Homo sapiens BR serine/threonine kinase 2 (BRSK2), transcript variant 5, non-coding RNA",1
"gi_746817454_ref_NR_130642.1_ Homo sapiens zinc finger protein 280B (ZNF280B), transcript variant 2, non-coding RNA",1
"gi_747019272_ref_NR_130649.1_ Homo sapiens glutamine rich 2 (QRICH2), transcript variant 2, non-coding RNA",1
"gi_748585215_ref_NR_130706.1_ Homo sapiens fms-related tyrosine kinase 3 (FLT3), transcript variant 2, non-coding RNA",1
"gi_747813809_ref_NR_130707.1_ Homo sapiens lysine (K)-specific demethylase 4C (KDM4C), transcript variant 8, non-coding RNA",1
"gi_748983545_ref_NR_130709.1_ Homo sapiens ADAM metallopeptidase domain 28 (ADAM28), transcript variant 5, non-coding RNA",1
"gi_748983549_ref_NR_130710.1_ Homo sapiens ADAM metallopeptidase domain 28 (ADAM28), transcript variant 6, non-coding RNA",1
"gi_748983536_ref_NR_130713.1_ Homo sapiens sterile alpha motif domain containing 7 (SAMD7), transcript variant 3, non-coding RNA",1
"gi_748983534_ref_NR_130714.1_ Homo sapiens cyclic nucleotide binding domain containing 2 (CNBD2), transcript variant 4, non-coding RNA",1
"gi_749502336_ref_NR_023312.2_ Homo sapiens cold inducible RNA binding protein (CIRBP), transcript variant 2, non-coding RNA",1
"gi_750321872_ref_NR_073201.3_ Homo sapiens DENN/MADD domain containing 4C (DENND4C), transcript variant 2, non-coding RNA",1
"gi_751130525_ref_NR_130739.1_ Homo sapiens mitochondrial carrier 1 (MTCH1), transcript variant 3, non-coding RNA",1
"gi_751247084_ref_NR_130744.1_ Homo sapiens integrin alpha FG-GAP repeat containing 2 (ITFG2), transcript variant 2, non-coding RNA",1
"gi_752293527_ref_NR_130747.1_ Homo sapiens chordin (CHRD), transcript variant 5, non-coding RNA",1
"gi_751557660_ref_NR_130760.1_ Homo sapiens nipsnap homolog 3B (C. elegans) (NIPSNAP3B), transcript variant 3, non-coding RNA",1
"gi_589583274_ref_NR_109991.1_ Homo sapiens beta-1,3-glucuronyltransferase 3 (B3GAT3), transcript variant 5, non-coding RNA",1
"gi_752293532_ref_NR_130783.1_ Homo sapiens solute carrier family 5 (sodium/glucose cotransporter), member 2 (SLC5A2), transcript variant 2, non-coding RNA",1
"gi_754172076_ref_NR_130896.1_ Homo sapiens round spermatid basic protein 1 (RSBN1), transcript variant 2, non-coding RNA",1
"gi_754502075_ref_NR_130898.1_ Homo sapiens protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) (PRKRIR), transcript variant 2, non-coding RNA",1
"gi_755571606_ref_NR_130907.1_ Homo sapiens adipogenin (ADIG), transcript variant 2, non-coding RNA",1
"gi_755571607_ref_NR_130911.1_ Homo sapiens radical S-adenosyl methionine domain containing 1 (RSAD1), transcript variant 2, non-coding RNA",1
"gi_764020124_ref_NR_130976.1_ Homo sapiens ZFP90 zinc finger protein (ZFP90), transcript variant 7, non-coding RNA",1
"gi_764020125_ref_NR_130977.1_ Homo sapiens ZFP90 zinc finger protein (ZFP90), transcript variant 8, non-coding RNA",1
"gi_764020126_ref_NR_130978.1_ Homo sapiens ZFP90 zinc finger protein (ZFP90), transcript variant 9, non-coding RNA",1
"gi_766944327_ref_NR_131066.1_ Homo sapiens chromosome 5 open reading frame 60 (C5orf60), transcript variant 3, non-coding RNA",1
"gi_495534203_ref_NR_103448.1_ Homo sapiens zinc finger protein 192 pseudogene 1 (ZNF192P1), non-coding RNA",1
"gi_323462165_ref_NR_037859.2_ Homo sapiens PIR-FIGF readthrough (PIR-FIGF), long non-coding RNA",1
"gi_211971010_ref_NR_015424.1_ Homo sapiens ankyrin repeat domain 36B pseudogene 2 (ANKRD36BP2), non-coding RNA",1
"gi_308522771_ref_NR_036680.1_ Homo sapiens DPY19L1 pseudogene 1 (DPY19L1P1), non-coding RNA",1
"gi_346644735_ref_NR_045129.1_ Homo sapiens taxilin gamma pseudogene, Y-linked (TXLNGY), transcript variant 2, non-coding RNA",1
"gi_224548942_ref_NR_027154.1_ Homo sapiens SMG1 pseudogene 1 (SMG1P1), non-coding RNA",1
"gi_260763913_ref_NR_029192.1_ Homo sapiens transient receptor potential cation channel, subfamily C, member 2-like (LOC100133315), non-coding RNA",1
"gi_343780959_ref_NR_045011.1_ Homo sapiens sorting nexin 29 pseudogene 1 (SNX29P1), non-coding RNA",1
"gi_301069417_ref_NR_034163.1_ Homo sapiens zinc finger protein 890, pseudogene (ZNF890P), non-coding RNA",1
"gi_318055756_ref_NR_027155.2_ Homo sapiens SMG1 pseudogene 3 (SMG1P3), non-coding RNA",1
"gi_254750710_ref_NR_028134.1_ Homo sapiens guanylate cyclase 2G, pseudogene (GUCY2GP), non-coding RNA",1
"gi_374349254_ref_NR_002833.2_ Homo sapiens DPY19L2 pseudogene 1 (DPY19L2P1), non-coding RNA",1
"gi_189571675_ref_NR_023380.1_ Homo sapiens coiled-coil domain containing 144C, pseudogene (CCDC144CP), non-coding RNA",1
"gi_190194394_ref_NR_023383.1_ Homo sapiens DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene (DTX2P1-UPK3BP1-PMS2P11), non-coding RNA",1
"gi_190610030_ref_NR_023392.1_ Homo sapiens zinc finger protein 252, pseudogene (ZNF252P), non-coding RNA",1
"gi_32452934_ref_NR_001448.1_ Homo sapiens ADAM metallopeptidase domain 5 (pseudogene) (ADAM5), non-coding RNA",1
"gi_281485629_ref_NR_033172.1_ Homo sapiens FERM and PDZ domain containing 2B, pseudogene (FRMPD2B), non-coding RNA",1
"gi_268834521_ref_NR_030766.1_ Homo sapiens glucuronidase, beta pseudogene 10 (GUSBP10), non-coding RNA",1
"gi_323276625_ref_NR_037846.1_ Homo sapiens MSH5-SAPCD1 readthrough (NMD candidate) (MSH5-SAPCD1), long non-coding RNA",1
"gi_304376267_ref_NR_036557.1_ Homo sapiens alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein LOC641515 homolog (LOC100506747), non-coding RNA",1
"gi_261337147_ref_NR_029392.1_ Homo sapiens keratin 16 pseudogene 2 (KRT16P2), non-coding RNA",1
"gi_320118923_ref_NR_037719.1_ Homo sapiens TMEM256-PLSCR3 readthrough (NMD candidate) (TMEM256-PLSCR3), long non-coding RNA",1
"gi_224451015_ref_NR_027044.1_ Homo sapiens glutamate receptor, metabotropic 5 pseudogene (LOC440040), non-coding RNA",1
"gi_194394235_ref_NR_024035.1_ Homo sapiens acetoacetyl-CoA synthetase pseudogene 1 (AACSP1), non-coding RNA",1
"gi_194578894_ref_NR_002824.3_ Homo sapiens hect domain and RLD 2 pseudogene 2 (HERC2P2), non-coding RNA",1
"gi_195539361_ref_NR_003127.2_ Homo sapiens zinc finger protein 542, pseudogene (ZNF542P), transcript variant 4, non-coding RNA",1
"gi_392958970_ref_NR_027250.2_ Homo sapiens synovial sarcoma, X breakpoint 8 (SSX8), non-coding RNA",1
"gi_346644734_ref_NR_045128.1_ Homo sapiens taxilin gamma pseudogene, Y-linked (TXLNGY), transcript variant 1, non-coding RNA",1
"gi_196162699_ref_NR_024075.1_ Homo sapiens adhesion G protein-coupled receptor E4, pseudogene (ADGRE4P), non-coding RNA",1
"gi_530236439_ref_NR_104048.1_ Homo sapiens TMPRSS11B N-terminal like, pseudogene (TMPRSS11BNL), non-coding RNA",1
"gi_197209880_ref_NR_024091.1_ Homo sapiens ZFP91-CNTF readthrough (NMD candidate) (ZFP91-CNTF), long non-coding RNA",1
"gi_239787136_ref_NR_003561.2_ Homo sapiens DPY19L2 pseudogene 2 (DPY19L2P2), transcript variant 2, non-coding RNA",1
"gi_197313648_ref_NR_024110.1_ Homo sapiens Shwachman-Bodian-Diamond syndrome pseudogene 1 (SBDSP1), transcript variant 1, non-coding RNA",1
"gi_197313649_ref_NR_024111.1_ Homo sapiens Shwachman-Bodian-Diamond syndrome pseudogene 1 (SBDSP1), transcript variant 2, non-coding RNA",1
"gi_526479860_ref_NR_027484.2_ Homo sapiens Fc fragment of IgG, high affinity Ic, receptor (CD64), pseudogene (FCGR1C), non-coding RNA",1
"gi_325053648_ref_NR_037923.1_ Homo sapiens DYX1C1-CCPG1 readthrough (NMD candidate) (DYX1C1-CCPG1), long non-coding RNA",1
"gi_302565869_ref_NR_036526.1_ Homo sapiens SUGT1-1300002K09Rik pseudogene (LOC100499484), non-coding RNA",1
"gi_315139022_ref_NR_037661.1_ Homo sapiens FKBP1A-SDCBP2 readthrough (NMD candidate) (FKBP1A-SDCBP2), long non-coding RNA",1
"gi_302565866_ref_NR_036527.1_ Homo sapiens LOC100499484-C9orf174 readthrough (LOC100499484-C9ORF174), transcript variant 2, long non-coding RNA",1
"gi_302565868_ref_NR_036528.1_ Homo sapiens LOC100499484-C9orf174 readthrough (LOC100499484-C9ORF174), transcript variant 1, long non-coding RNA",1
